; ===== 트레잇 오써링 CSV (기존 182 스켈레톤 + 새 스키마) =====
; 인코딩 규약: design/traits_authoring_sample.csv 상단 참조
; ★ effects/bridges 값 전부 잠정 1차 패스 — 세부 다듬기/통합 밸런싱에서 조정
; effects/bridges/subMain/subSub/acquire/rarity/contraPair = 밸런싱/콘텐츠 패스에서 채움
; 신규 로스터 이름(trait_roster.md [신])은 아직 미포함 — id 부여 후 추가

[combat]
id,name,category,tier,rarity,subMain,subSub,acquire,apCost,element,dmgMult,target,effects,bridges,contraPair,description
PT_COLLECT_MANIA,수집광,성격,3,,합성계,,합성,탐사|보상|gainMult|1.2 ; 탐사|발견|gainMult|1.1,,,수집광
PT_GRIT,오기,성격,3,,합성계,,합성,조교|고통|gainMult|0.8,stat|ATK|mult|1.1|when:hpPct:<=:0.5,,오기
PT_HERMIT,은자,성격,3,,합성계,,합성,생활|시설효율|gainMult|1.15 ; 관계|호감도|gainMult|0.9,,,은자
PT_COMPOSURE,침착,성격,3,,합성계,,합성,조교|global.공포|gainMult|0.8,weight|방어|0.15,,침착
PT_SCHOLAR,학자기질,성격,3,,합성계,,합성,생활|지식.연금|gainMult|1.2 ; 생활|지식.역사|gainMult|1.2,,,학자기질
AT_MARK_MONO,각인독점,성격,3,,합성계,,합성,조교|global.연모|gainMult|1.2 ; 관계|호감도|gainMult|1.1,,,⚠각인계 개명 후보(印 회피)
PT_PURE_DOLL,순백인형,성격,4,,합성계,,합성,조교|global.복종|gainMult|1.4 ; 조교|성격획득|unlock|1 ; 관계|호감도|gainMult|1.1,,,순백인형
PT_DOLLIFY,인형화,성격,3,,합성계,,합성,조교|global.반감|gainMult|0.2 ; 조교|global.복종|gainMult|1.5,,,인형화
PT_SEPARATION_ANX,분리불안,성격,3,,합성계,,합성,관계|호감도|gainMult|1.3|when:파티동행:has:1 ; 관계|호감도|gainMult|0.7|when:파티이탈:has:1,,,곁에 있으면 배가 되고 떨어지면 반이 된다.
PT_SECLUSION,은둔,성격,3,,합성계,,합성,생활|시설효율|gainMult|1.1 ; 관계|호감도|gainMult|0.9,,,혼자 있는 자리에서 일이 잘 된다.
PT_RESEARCH_MANIA,연구광,성격,3,,합성계,,합성,탐사|발견|gainMult|1.2 ; 생활|지식.연금|gainMult|1.15,,,파편 하나에 밤을 새운다.
PT_MEEK,유순,성격,3,,합성계,,합성,조교|global.반감|immune|1 ; 조교|global.공포|immune|1 ; 조교|global.복종|gainMult|1.5 ; 조교|global.연모|gainMult|1.5,,,거스르는 법을 모른다.
[adult]
id,name,category,tier,rarity,subMain,subSub,acquire,effects,bridges,contraPair,description
AT_INEXPERIENCED,미경험,성인,1,,체질,,,조교|첫경험|gate|1,,,첫 경험 관련 보정. 초기 상태
AT_DISSOLVING_BODY,용해체질,성인,1,,감도,,,조교|감도.전부위|gainMult|1.2,,,감도 변동 폭 증가· 감각이 녹아드는 체질
AT_NUMB_CONSTITUTION,둔감체질,성인,1,,감도,,,조교|감도.전부위|gainMult|0.7,,,전부위 감도 상승 속도 감소
AT_SLOW_CONSTITUTION,둔화체질,성인,1,,체질,,,조교|상태변화|gainMult|0.7,,,상태 변화 전반 느림
AT_SADIST,S기질,성인,2,,성향,,,조교|global.복종|gainMult|0.8,stat|ATK|mult|1.1|when:성향:is:S,,조교자일 때 효과 상승· 가학 계열 보정
AT_SHAME_EXCESS,수치심 과잉,성인,2,,성향,,,조교|감도.전부위|gainMult|1.2|when:수치 ; 조교|global.반감|gainMult|1.2,,,수치 관련 행위 시 감도 추가 상승· 반감도 상승
AT_HYPERSENSITIVITY,과감도,성인,2,,감도,,,조교|감도.전부위|gainMult|1.3,,,전부위 감도 상승 속도 증가
AT_OBSESSIVE_BOND,집착결속,성인,2,,반응,,,조교|관계변동|mult|1.5,,,특정 대상 고정· 관계 수치 변동 극단화
AT_TRUST_UNLOCK,신뢰개방,성인,1,,반응,,,관계|해금조건|gate|0.7,,,호감도 기반 해금 조건 완화
AT_GUARD_RELEASE,보호벽 해제,성인,2,,반응,,,조교|global.연모|add|20|when:해금,,,해금 시 연모 대량 상승
AT_PLASTICITY,가소성,성인,1,,감도,,,조교|감도성장방향|gate|1,,,감도 성장 방향 가변· 학습형 반응과 시너지
AT_LEARNING_RESPONSE,학습형 반응,성인,1,,감도,,,조교|감도.부위|gainMult|1.3|when:반복,,,반복 행위 시 해당 부위 감도 상승 가속
AT_SENSORY_CONFUSION,감각혼선,성인,2,,감도,,,조교|감도.부위|set|랜덤,,,부위별 감도가 불규칙하게 교차 반응
AT_FICKLE_SENSITIVITY,변덕감도,성인,2,,감도,,,조교|감도|mult|주기변동,,,감도 수치가 주기적으로 변동
AT_DEFENSELESS,무방비,성인,1,,반응,,,조교|global.반감|gainMult|0 ; 조교|global.공포|gainMult|0,,,반감/공포 상승 불가· 대신 모든 행위 무저항
AT_FAINT_SENSE,희미한 감각,성인,1,,감도,,,조교|감도|gainMult|0.7 ; 조교|절정임계|thresholdMult|0.7,,,감도 상승 느리지만 절정 임계점도 낮음
AT_DISSECTION_SENSITIVITY,해부감도,성인,2,,감도,,,조교|감도.부위|mult|극단,,,부위별 감도 차이가 극단적· 분석 계열 시너지
AT_RECORD_CONSTITUTION,기록체질,성인,2,,체질,,,조교|반복보정|gainMult|1.2,,,경험한 행위의 기록이 수치에 영향· 반복 보정
AT_POISON_SENSITIVITY,독감도,성인,2,,약물,,,조교|약물|gainMult|1.5,,,약물/독 계열 아이템 효과 증폭
AT_ANESTHETIC_SENSITIVITY,마취감도,성인,2,,약물,,,조교|마취|gainMult|1.5 ; 조교|global.공포|gainMult|0.7,,,마취/무감각 계열 효과 증폭· 공포 상승 감소
AT_MASOCHIST,M기질,성인,2,,성향,,,조교|고통변환|gainMult|1.3 ; 조교|감도.전부위|gainMult|1.1,,,고통→쾌감 변환 보정. S기질의 반대축
AT_HONEST_PLEASURE,쾌감순응,성인,1,,성향,,,조교|global.반감|gainMult|0.7 ; 조교|감도|gainMult|1.2,,,조교 시 반감 상승 감소· 감도 상승 증가
AT_DENIAL,쾌감부정,성인,1,,성향,,,조교|global.반감|gainMult|1.3 ; 조교|감도|gainMult|0.8,,,반감 상승 증가· 감도 상승 감소
AT_WET_EASY,과습체질,성인,1,,체질,,,조교|윤활|gainMult|1.5,,,윤활 상승 빠름· 특정 행위 해금 조건 완화
AT_DRY_CONSTITUTION,건조체질,성인,1,,체질,,,조교|윤활|gainMult|0.6 ; 조교|고통|gainMult|1.2,,,윤활 상승 느림· 고통 상승 증가
AT_DRUG_RESISTANCE,약물내성,성인,2,,약물,,,조교|약물|gainMult|0.5,,,미약/약물 아이템 효과 감소
AT_DRUG_SENSITIVITY,약물감수성,성인,2,,약물,,,조교|약물|gainMult|1.5 ; 조교|중독|gainMult|1.3,,,약물 효과 증폭· 중독 상승 빠름
AT_LACTATION,비유체질,성인,2,,체질,,,조교|부위.가슴|unlock|1,,,특수 부위 해금· 가슴 관련 행위 확장
AT_HEAT_CYCLE,발정주기,성인,2,,체질,,,조교|감도.전부위|gainMult|1.2|when:주기,,,주기적 감도 전부위 변동 보정
AT_DEVOTION_RESPONSE,헌신반응,성인,1,,반응,,,조교|감도|gainMult|1.2|when:봉사,,,봉사 계열 행위 시 감도 상승 보정
AT_PAIN_CONVERT,고통변환,성인,2,,반응,,,조교|고통|mult|0.5 ; 조교|쾌감|add|고통전환,,,고통 수치 일부가 쾌감으로 전환
AT_CORRUPTION_EASE,침식용이,성인,2,,반응,,,조교|성인경험|gainMult|1.3,,,성인 경험치 풀 전체 상승 속도 증가
AT_PURITY_WALL,순결벽,성인,2,,반응,,,조교|global.반감|gainMult|2.0|when:첫경험전,,,첫 경험 전까지 반감 대폭 상승· 이후 급감
AT_IMPRINT_EASY,각인용이,성인,2,,반응,,,조교|침염|gainMult|1.3,,,각인 획득 속도 증가

AT_SADE,새드,성인,2,,성향,가학,후보풀,조교|가학출력|gainMult|1.3,stat|ATK|mult|1.05|when:성향:is:S,,새드 효과(잠정)
AT_MASO,마조,성인,2,,성향,피학,후보풀,조교|고통변환|gainMult|1.3,,,마조 효과(잠정)
AT_PERVERSE,도착적,성인,2,,성향,SM,후보풀,조교|SM출력|gainMult|1.3 ; 조교|성인경험|gainMult|1.1,,,도착적 효과(잠정)
AT_DUAL_TASTE,변태,성인,3,,성향,양면,합성,조교|가학출력|gainMult|1.3 ; 조교|고통변환|gainMult|1.3,,,변태 효과(잠정)
AT_CRUEL_AWAKE,가학각성,성인,3,,성향,가학,합성,조교|SM출력|gainMult|1.5,target|weakpoint,,가학각성 효과(잠정)
AT_APHRO_ADDICT,미약중독,성인,2,,약물,중독,후보풀,조교|약물|gainMult|1.3 ; 조교|중독|gainMult|1.5,,,미약중독 효과(잠정)
AT_EASY_MASTURB,자위하기쉬움,성인,1,,결벽,자위,후보풀,조교|자위중독|gainMult|1.3,,,자위하기쉬움 효과(잠정)
AT_SMELL_NUMB,냄새둔감,성인,1,,결벽,후각,후보풀,조교|구강|gainMult|1.2,,AT_SMELL_SENS,냄새둔감 효과(잠정)
AT_SMELL_SENS,냄새민감,성인,1,,결벽,후각,후보풀,조교|구강|gainMult|0.8,,AT_SMELL_NUMB,냄새민감 효과(잠정)
AT_FILTH_IGNORE,불결무시,성인,1,,결벽,위생,후보풀,조교|불결페널티|immune|1,,,불결무시 효과(잠정)
AT_SHAVEN,음모없음,성인,1,,결벽,외형,후보풀,조교|global.음란|gainMult|1.1,,,음모없음 효과(잠정)
AT_SEMEN_TASTE,정애미각,성인,2,,결벽,미각,후보풀,조교|정액중독|gainMult|1.5,,,정애미각 효과(잠정)
AT_LONGING,연모,성인,2,,변용,애착,변용,조교|global.연모|gainMult|1.25 ; 관계|호감도|gainMult|1.10,,,애착 도1. 마음이 기울기 시작한다.
AT_AFFECTION,친애,성인,3,,변용,애착,변용,관계|이벤트.거처|unlock|1 ; 관계|호감도|gainMult|1.15,,,애착 도2. 곁을 허락한다.
AT_DEVOTED_LOVE,상애,성인,4,,변용,애착,변용,관계|호감도|gainMult|2.0|when:동석:has:1,stat|ATK|mult|1.1|when:동석:has:주인 ; stat|DEF|mult|1.1|when:동석:has:주인,,애착 도3. 서로 기대는 사이.
AT_CONSORT,반려,성인,5,,변용,애착,변용,조교|global.연모|set|100,stat|ATK|mult|1.2|when:동석:has:주인,,애착 종착. 운명이 하나로 굳었다.
AT_OBEDIENCE,복종,성인,2,,변용,예속,변용,조교|global.복종|gainMult|1.25 ; 조교|global.반감|gainMult|0.8,,,예속 도1. 명령에 따르는 법을 익힌다.
AT_SUBMISSION,굴복,성인,3,,변용,예속,변용,조교|global.공포|gainMult|0.7,,,예속 도2. 저항이 꺾인다.
AT_BRAND,낙인,성인,4,,변용,예속,변용,조교|global.반감|gainMult|0.5 ; 관계|호감도|gainMult|1.1,,,예속 도3. 지워지지 않는 표식.
AT_ENSLAVED,예속,성인,5,,변용,예속,변용,조교|global.복종|set|100,override|always|회피:0|방어:0|공격:1.0 ; special|aggroUp|1,,예속 종착. 의지를 주인에게 맡겼다.
AT_LEWD,음란,성인,2,,변용,탐닉,변용,조교|global.음란|gainMult|1.25 ; 조교|감도.전부위|gainMult|1.15,,,탐닉 도1. 쾌락에 눈뜬다.
AT_LEWDENING,음화,성인,3,,변용,탐닉,변용,조교|쾌감상한.부위|cap|-0.3,,,탐닉 도2. 몸이 먼저 반응한다.
AT_LUST,색정,성인,4,,변용,탐닉,변용,조교|global.음란|add|10|when:세션시작,special|enemyAccDown|0.1,,탐닉 도3. 갈망이 일상을 침식한다.
AT_SUCCUBUS,음마,성인,5,,변용,탐닉,변용,조교|음란계|unlock|1,special|enemyAiDisrupt|1,,탐닉 종착. 쾌락 그 자체가 된 존재.
AT_FRACTURE,균열,성인,2,,변용,붕괴,변용,조교|global.공포|mult|1.5 ; 관계|호감도|gainMult|0.5,,,붕괴 도1. 마음에 금이 간다.
AT_MADNESS,광기,성인,3,,변용,붕괴,변용,조교|하드반응|unlock|1,special|fearResist|0.5,,붕괴 도2. 금 사이로 어둠이 샌다.
AT_DISSOLUTION,와해,성인,4,,변용,붕괴,변용,조교|global.긍정|gainMult|0.3,special|hitStaggerImmune|1,,붕괴 도3. 형태가 무너져 내린다.
AT_RECONSTRUCT,재구성,성인,5,,변용,붕괴,변용,조교|불리global|gainMult|0.2,override|always|immune:공포 ; stat|ATK|mult|1.03|scaleBy:missingHpPct,,붕괴 종착. 무너진 자리에서 다른 것이 일어선다.
AT_SADO_CONFUSION,가학혼란,성인,3,,모순,분열,모순합성,조교|global.반감|gainMult|1.2,,,주고 싶은지 받고 싶은지 뒤엉켰다.
AT_SENSE_CONTROL,감도제어,성인,3,,모순,통합,모순합성,조교|감도.전부위|gainMult|1.1,,,감각의 고삐를 제 손에 쥐었다.
AT_SENSE_OVERLOAD,감각폭주,성인,3,,모순,분열,모순합성,조교|감도.전부위|gainMult|1.4 ; 조교|global.공포|gainMult|1.2,,,제어를 잃은 감각이 넘쳐흐른다.
AT_DEEP_EXPRESSION,깊은표현,성인,3,,모순,통합,모순합성,조교|global.연모|gainMult|1.15,,,긍정도 부정도 아닌 깊은 곳의 목소리.
AT_PARADOX_RESPONSE,모순반응,성인,3,,모순,분열,모순합성,조교|global.음란|gainMult|1.2 ; 관계|호감도|gainMult|0.8,,,말과 몸이 서로 다른 답을 한다.
AT_LUBRIC_ADAPT,윤활자재,성인,3,,모순,통합,모순합성,조교|감도.전부위|gainMult|1.1,,,몸이 상황에 맞춰 응한다.
AT_BODY_DISCORD,체질난조,성인,3,,모순,분열,모순합성,조교|감도.전부위|gainMult|0.8,,,몸의 결이 서로 어긋난다.
AT_FLOWER_NECTAR,화밀체질,성인,4,,합성계,,합성,조교|감도.전부위|gainMult|1.25 ; 조교|절정산물|unlock|1 ; 생활|생산|gainMult|1.1,,,(효과 미저작 — 상향 밸런스 패스) 체인 정본=synthesis_chains.csv
AT_HONEY_GLAND,밀선,성인,3,,합성계,,합성,조교|감도.가슴|gainMult|1.15 ; 조교|약효|gainMult|1.05,,,(효과 미저작 — 상향 밸런스 패스) 체인 정본=synthesis_chains.csv
AT_NECTAR_BODY,감로체질,성인,4,,합성계,,합성,조교|감도.전부위|gainMult|1.3 ; 조교|쾌감상한.전부위|cap|-0.2 ; 생활|회복|gainMult|1.1,,,(효과 미저작 — 상향 밸런스 패스) 체인 정본=synthesis_chains.csv
AT_NUMB_HAZE,둔마,성인,3,,합성계,,합성,조교|고통|gainMult|0.6 ; 조교|global.공포|gainMult|0.8,,,(효과 미저작 — 상향 밸런스 패스) 체인 정본=synthesis_chains.csv
AT_PARALYTIC_BODY,마비독체질,성인,4,,합성계,,합성,조교|global.공포|immune|1 ; 조교|global.반감|immune|1 ; 조교|global.음란|gainMult|0.5 ; 조교|감도.전부위|gainMult|2,special|dot독|0.1,,(효과 미저작 — 상향 밸런스 패스) 체인 정본=synthesis_chains.csv
AT_QUEEN,여왕,성인,4,,합성계,,합성,조교|가학계|unlock|1 ; 관계|교섭|gainMult|1.3,weight|공격|0.2,,(효과 미저작 — 상향 밸런스 패스) 체인 정본=synthesis_chains.csv
AT_QUEEN_NATURE,여왕기질,성인,3,,합성계,,합성,조교|global.복종|gainMult|0.6 ; 관계|교섭|gainMult|1.15,,,(효과 미저작 — 상향 밸런스 패스) 체인 정본=synthesis_chains.csv
AT_RESONANT_BODY,감응체질,성인,4,,합성계,,합성,조교|감도.전부위|gainMult|1.25,special|aggroUp|0.3,,(효과 미저작 — 상향 밸런스 패스) 체인 정본=synthesis_chains.csv
AT_SENSE_CHAOS,감란,성인,3,,합성계,,합성,조교|감도.전부위|gainMult|1.2 ; 조교|global.음란|gainMult|1.15,,,(효과 미저작 — 상향 밸런스 패스) 체인 정본=synthesis_chains.csv
AT_SENSE_STORM,감각폭풍,성인,4,,합성계,,합성,조교|감도랜덤재배정|unlock|1 ; 조교|global.음란|gainMult|2,special|enemyAiDisrupt|0.2,,(효과 미저작 — 상향 밸런스 패스) 체인 정본=synthesis_chains.csv
AT_SLIME_SHIFT,점액변성,성인,3,,합성계,,합성,조교|감도.피부|gainMult|1.2 ; 생활|회복|gainMult|1.1,,,(효과 미저작 — 상향 밸런스 패스) 체인 정본=synthesis_chains.csv
AT_SYNC_SENSE,통감,성인,3,,합성계,,합성,조교|감도.전부위|gainMult|1.15 ; 조교|감도.피부|gainMult|1.1,,,(효과 미저작 — 상향 밸런스 패스) 체인 정본=synthesis_chains.csv
AT_STIM_WEAPON,자극무기,성인,3,,합성계,,합성,,special|onHitSenGain|2,,공격 적중 시 대상 부위 감도 상승 — B-1
AT_UNCOND_SERVICE,무조건봉사,성인,1,,선천계,,초기,조교|감도.전부위|gainMult|1.05,,,티어다운 선천 편입 — 원 효과=cross_staging 참조
AT_SADO_REFLUX,가학환류,성인,1,,선천계,,초기,조교|고통|gainMult|1.1 ; 조교|global.음란|gainMult|1.05,,,티어다운 선천 편입 — 원 효과=cross_staging 참조
AT_DOLL_RECORD,인형 조서,성인,1,,선천계,,초기,조교|반복페널티|gainMult|0.9,,,티어다운 선천 편입 — 원 효과=cross_staging 참조
AT_OBSERVER_EFFECT,관측자 효과,성인,1,,선천계,,초기,조교|역가전반|gainMult|1.05,,,티어다운 선천 편입 — 원 효과=cross_staging 참조
AT_GRADUAL_EROSION,점진침식,성인,1,,선천계,,초기,조교|감도.전부위|gainMult|1.08,,,티어다운 선천 편입 — 원 효과=cross_staging 참조
AT_HIBERNATE_TRAIN,동면조교,성인,1,,선천계,,초기,조교|global.공포|gainMult|0.85 ; 조교|감도.전부위|gainMult|0.9,,,티어다운 선천 편입 — 원 효과=cross_staging 참조
AT_HEAT_SIGN,발정징후,성인,1,,선천계,,초기,조교|global.음란|gainMult|1.1,,,티어다운 선천 편입 — 원 효과=cross_staging 참조
AT_CRYSTAL_ECHO,결정공명,성인,1,,선천계,,초기,조교|감도.피부|gainMult|1.1,,,티어다운 선천 편입 — 원 효과=cross_staging 참조
AT_ADDICTIVE_SKIN,중독성 피부,성인,1,,선천계,,초기,조교|global.음란|gainMult|1.05 ; 조교|감도.피부|gainMult|1.05,,,티어다운 선천 편입 — 원 효과=cross_staging 참조
AT_SMALL_HOLE,작은 구멍,성인,1,,선천계,,초기,조교|감도.V|gainMult|1.1 ; 조교|고통|gainMult|1.1,,,티어다운 선천 편입 — 원 효과=cross_staging 참조
AT_SYNESTHESIA,공감각 진동,성인,1,,선천계,,초기,조교|감도.C|gainMult|1.1,,,티어다운 선천 편입 — 원 효과=cross_staging 참조
AT_DUAL_SERVICE,양면봉사,성인,2,,합성계,,합성,조교|감도.전부위|gainMult|1.1 ; 조교|고통|gainMult|0.9,,,B-2 실현 — T1+T1=T2
AT_STUDY_TRAIN,연구조교,성인,2,,합성계,,합성,조교|역가전반|gainMult|1.15,,,B-2 실현 — T1+T1=T2
AT_CLOCKWORK_TRAIN,태엽조교,성인,2,,합성계,,합성,조교|반복페널티|gainMult|0.8,,,B-2 실현 — T1+T1=T2
AT_ENDURE_TOXIN,인내독,성인,2,,우화,,초기,조교|고통|gainMult|0.8,,,말뚝의 뱀 — 못 박힌 채 견디는 독.
AT_WHITE_ROSE,백장미,성인,1,,우화,,초기,조교|global.음란|gainMult|0.9 ; 관계|호감도|gainMult|1.05,,,알베도의 흰 장미 — 정결. 모순 극.
AT_RED_ROSE,적장미,성인,1,,우화,,초기,조교|global.음란|gainMult|1.1,,,루베도의 붉은 장미 — 정염. 모순 극.
AT_ROSE_GARDEN,장미원,성인,3,,모순,,모순합성,조교|감도.전부위|gainMult|1.2 ; 조교|global.음란|gainMult|1.1,,,흰 장미와 붉은 장미가 한 뜰에 만개한다.
AT_FALLEN_PETAL,낙화,성인,3,,모순,,모순합성,조교|감도.전부위|gainMult|1.3 ; 관계|호감도|gainMult|0.8,,,지는 꽃잎은 바람을 고르지 않는다.
AT_SADISTIC_STREAK,가학성,성인,3,,합성계,,합성,조교|가학계|unlock|1,weight|공격|0.15,,가학성
AT_SENSE_CORE,감핵,성인,3,,합성계,,합성,조교|감도.C|gainMult|1.2 ; 조교|감도.가슴|gainMult|1.15,,,감핵
AT_PURITY_TASTE,결벽감각,성인,3,,합성계,,합성,조교|감도.전부위|gainMult|1.1 ; 조교|global.반감|gainMult|1.1,,,결벽감각
AT_NO_RESIST,무저항,성인,3,,합성계,,합성,조교|global.복종|gainMult|1.25 ; 조교|global.공포|gainMult|1.1,,,무저항
AT_NO_SMELL,무취각,성인,3,,합성계,,합성,조교|global.반감|gainMult|0.8,,,무취각
AT_DRUG_CRAVE,약탐,성인,3,,합성계,,합성,조교|약효|gainMult|1.3,,,약탐
AT_SELF_PLEASURE,자열,성인,3,,합성계,,합성,조교|global.음란|gainMult|1.15 ; 조교|감도.전부위|gainMult|1.05,,,자열
AT_SCENT_SENSE,향감,성인,3,,합성계,,합성,조교|감도.전부위|gainMult|1.1 ; 탐사|발견|gainMult|1.1,,,향감
AT_SENSE_SHIELD,감각차폐,성인,4,,합성계,,합성,조교|쾌감전환.HP|unlock|1 ; 조교|감도.전부위|gainMult|0.7,special|debuffResist|0.2,,감각차폐
AT_SENSITIVE_PETITE,과민소체,성인,3,,합성계,,합성,조교|감도.V|gainMult|1.3 ; 조교|절정임계|gainMult|0.8,,,과민소체
AT_ASCETIC_INTAKE,금욕적 섭취,성인,3,,합성계,,합성,조교|쾌감전환.HP|unlock|1 ; 조교|global.음란|gainMult|0.9,,,금욕적 섭취
AT_TOUGH_TRAIN,내구조교체,성인,2,,합성계,,합성,조교|고통|gainMult|0.75,,,코퍼스 원문 DSL 저작(잠정)
AT_DRUG_NEEDLE,마약침,성인,2,,합성계,,합성,조교|약효|gainMult|1.15,special|onHitPleasure|0.1,,코퍼스 원문 DSL 저작(잠정)
AT_DREAM_TRAIN,몽환조교,성인,3,,합성계,,합성,조교|global.공포|gainMult|0.6 ; 조교|감도.전부위|gainMult|0.85,,,몽환조교
AT_HEAT_RUSH,발정폭주,성인,2,,합성계,,합성,조교|global.음란|gainMult|1.15,stat|ATK|mult|1.1,,코퍼스 원문 DSL 저작(잠정)
AT_ACID_MUCOSA,산성점막,성인,2,,합성계,,합성,조교|감도.V|gainMult|1.15,special|dot독|0.05,,코퍼스 원문 DSL 저작(잠정)
AT_DOCILE_ACROBAT,순종적 곡예,성인,2,,합성계,,합성,조교|해금요구|gainMult|0.8 ; 조교|고통|gainMult|0.7,,,코퍼스 원문 DSL 저작(잠정)
AT_ROLE_REVERSE,역위,성인,3,,합성계,,합성,조교|역가전반|gainMult|1.2 ; 조교|global.음란|gainMult|1.1,,,역위
CT_HEAT_FRENZY,열광,성인,3,,합성계,,합성,조교|global.음란|gainMult|1.2,stat|ATK|mult|1.1 ; stat|defense.열|add|0.15,,열광
AT_MELT_FUSION,용해융합,성인,2,,합성계,,합성,조교|감도.피부|gainMult|1.15,,,코퍼스 원문 DSL 저작(잠정)
AT_FULLBODY_ZONE,전신감대,성인,3,,합성계,,합성,조교|감도.전부위|gainMult|1.25,,,전신감대
AT_DISSECT_TRAIN,해부조교,성인,3,,합성계,,합성,조교|역가전반|gainMult|1.25,,,해부조교
AT_BLOOM,개화,성인,3,,합성계,,합성,조교|첫임계보너스|unlock|1 ; 조교|감도.전부위|gainMult|1.1,,,처음 열리는 순간 전신이 함께 깨어난다. (구 TSYN 각성 개명 — 9-C 점유 회피)
AT_IRON_SENSE,철벽감각,성인,3,,합성계,,합성,조교|감도.전부위|gainMult|0.1 ; 조교|감도하락|immune|1,,,더디게 오르지만 결코 내려가지 않는다.
AT_WHITE_FLAG,백기,성인,4,,합성계,,상태조건,조교|global.반감|immune|1|when:복종:>=:50 ; 관계|호감도|gainMult|1.1,,,복종이 절반을 넘는 순간 반감이 백기를 든다. (구 TSYN 굴복 개명 · 상태-열매)
AT_RAMPAGE,폭주,성인,4,,합성계,,상태조건,조교|감도.전부위|gainMult|5|when:음란:>=:90,weight|공격|0.15,,음란이 끓는점을 넘으면 제어가 사라진다. (상태-열매)
AT_FULL_OPEN,완전개방,성인,3,,합성계,,합성,조교|부위해금전체|unlock|1|when:호감도:>=:80 ; 조교|감도.전부위|add|20|when:호감도:>=:80,,,믿는 상대에게는 전부를 연다.
AT_CONDITIONED,조건반사,성인,3,,합성계,,합성,조교|지정조합|gainMult|3,,,몸이 먼저 기억하는 조합이 있다.
AT_DEVOTION_SERVICE,몸바침,성인,3,,합성계,,합성,조교|global.반감|immune|1 ; 조교|global.복종|gainMult|2,,,바치는 것에 아낌이 없다. (구 TSYN 자기희생(PP) 개명 — 동명 3종 해소)
[body]
id,name,category,tier,rarity,subMain,subSub,acquire,effects,bridges,contraPair,description,ls_smell,ls_sound,ls_visual,ls_temperature,ls_texture
BT_SMALL_FRAME,소체형,신체,1,,체격,,,,stat|DEF|mult|0.9 ; stat|회피|add|0.1,,DEF 감소· 회피 증가· 고통 상승 보정,,,,,
BT_LARGE_FRAME,대체형,신체,1,,체격,,,,stat|DEF|mult|1.15 ; stat|회피|add|-0.1,,DEF 증가· 회피 감소· 체력 보정,,,,,
BT_RESILIENT,강인,신체,2,,체격,,,생활|회복|mult|1.2 ; 전투|상태이상내성|add|0.2,,,체력 회복 보정· 상태이상 내성,,,,,
BT_FRAGILE,허약,신체,1,,체격,,,생활|회복|mult|0.8 ; 조교|감도|gainMult|1.1,,,체력 회복 감소· 감도 상승 보정,,,,,
BT_FLEXIBLE,유연,신체,1,,체격,,,조교|행위해금|gate|0.8,stat|회피|add|0.05,,특정 조교 행위 해금 조건 완화· 회피 보정,,,,,
BT_RIGID,경직,신체,1,,체격,,,조교|감도|gainMult|0.9,stat|DEF|mult|1.05,,방어 보정· 감도 상승 감소,,,,,
BT_SCALES,비늘,신체,1,,외형,,,,stat|defense.물리|add|0.15 ; stat|defense.열|add|-0.1,,물리 방어 보정· 열 속성 약점,,,,,
BT_FUR,체모,신체,1,,외형,,,,stat|defense.열|add|0.15 ; stat|defense.식|add|-0.1,,열 내성· 식 속성 약점,,,,,
BT_SLIME_BODY,점액체,신체,2,,외형,,,,stat|defense.물리|mult|0.8,,물리 감소 흡수· 형태 가변,,,,,
BT_CRYSTAL_BODY,결정체,신체,2,,외형,,,,stat|defense.광|add|0.2 ; stat|defense.물리|add|-0.1,,광 속성 반사· 물리 취약,,,,,
BT_WING,유익,신체,2,,외형,,,탐사|이동|mult|1.2,,,이동 보정· 탐사 보너스,,,,,
BT_TAIL,미부,신체,1,,외형,,,,stat|회피|add|0.05,,추가 행동 보정· 감정 표현 보조,,,,,
BT_HORN,각,신체,1,,외형,,,조교|부위특수|unlock|1,,,감각 보정· 특수 부위,,,,,
BT_FORGE_AFFINITY,단조적성,신체,2,,적성,,,생활|시설.공방|mult|1.2,,,가공 효율 상승· 금속 가공 보정,,,,,
BT_TAMING_AFFINITY,조련적성,신체,2,,적성,,,생활|시설.슬라임농장|mult|1.2,,,수급량 증가· 유기체 다루기 보정,,,,,
BT_GUARD_AFFINITY,경비적성,신체,2,,적성,,,생활|시설.탐사경비|mult|1.2 ; 탐사|전투|mult|1.1,,,탐사 전투 보정· 경비 효율,,,,,
BT_HERB_AFFINITY,약초적성,신체,2,,적성,,,생활|약초가공|mult|1.2,,,약초 재료 가공/조합 보정,,,,,
BT_ALCHEMY_AFFINITY,연금적성,신체,2,,적성,,,생활|촉매|mult|1.2 ; 생활|히든레시피|gate|1,,,촉매 계열· 히든 레시피 보정,,,,,
BT_EXPLORATION_BODY,탐사체질,신체,1,,범용,,,탐사|스태미나|mult|1.2 ; 탐사|채집|mult|1.2,,,던전 탐사 스태미나 소비 감소· 채집 보정,,,,,
BT_COMBAT_BODY,전투체형,신체,1,,범용,,,,stat|ATK|mult|1.05 ; stat|DEF|mult|1.05,,전투 기초 스탯 보정,,,,,

